tick,q_eff,tau,loc,coupled,m,step,phase
792,-1/2,0,,0,1,0,2
793,-1/2,-1,outer,1,2,1,1
794,-1/2,0,,0,1,0,1
795,-1/2,-1,outer,1,2,1,0
796,-1/2,1,outer,1,2,1,1
797,-1/2,-1,outer,1,2,1,0
798,-1/2,1,middle,0,3,1,1
799,-1/2,0,,0,1,0,1
800,-1/2,1,outer,0,3,1,2
801,-1/2,0,,0,1,0,2
802,-1/2,-1,middle,1,2,1,1
803,-1/2,0,,0,1,0,1
804,-1/2,-1,middle,1,2,1,0
805,-1/2,-1,outer,0,3,1,2
806,-1/2,-1,outer,0,3,1,1
807,-1/2,-1,outer,0,3,1,0
808,-1/2,-1,outer,0,3,1,2
809,-1/2,-1,middle,1,2,1,1
810,-1/2,-1,middle,0,3,1,0
811,-1/2,-1,middle,1,2,1,2
812,-1/2,0,,0,1,0,2
813,-1/2,-1,outer,0,3,1,1
814,-1/2,1,middle,0,3,1,2
815,-1/2,0,,0,1,0,2
816,-1/2,-1,outer,0,3,1,1
817,-1/2,-1,middle,0,3,1,0
818,-1/2,-1,outer,1,2,1,2
819,-1/2,-1,middle,1,2,-1,1
820,-1/2,-1,outer,0,3,1,0
821,-1/2,0,,0,1,0,0
822,-1/2,-1,middle,1,2,1,2
823,-1/2,-1,outer,1,2,1,1
824,-1/2,-1,outer,0,3,1,0
825,-1/2,-1,middle,1,2,-1,2
826,-1/2,1,middle,1,2,1,0
827,-1/2,0,,0,1,0,0
828,-1/2,-1,middle,0,3,1,2
829,-1/2,1,middle,1,2,1,0
830,-1/2,-1,outer,1,2,1,2
831,-1/2,-1,outer,1,2,1,1
832,-1/2,-1,outer,0,3,1,0
833,-1/2,-1,outer,0,3,1,2
834,-1/2,-1,middle,1,2,1,1
835,-1/2,-1,outer,1,2,1,0
836,-1/2,1,outer,1,2,1,1
837,-1/2,-1,middle,1,2,1,0
838,-1/2,-1,outer,0,3,1,2
839,-1/2,0,,0,1,0,2
840,-1/2,-1,outer,0,3,1,1
841,-1/2,-1,outer,1,2,1,0
842,-1/2,-1,middle,1,2,1,2
843,-1/2,-1,outer,1,2,1,1
844,-1/2,1,middle,0,3,1,2
845,-1/2,0,,0,1,0,2
846,-1/2,0,,0,1,0,2
847,-1/2,-1,middle,1,2,1,1
848,-1/2,1,outer,0,3,1,2
849,-1/2,-1,outer,0,3,1,1
850,-1/2,-1,middle,1,2,1,0
851,-1/2,1,middle,0,3,1,1
852,-1/2,-1,outer,0,3,1,0
853,-1/2,0,,0,1,0,0
854,-1/2,-1,outer,1,2,1,2
855,-1/2,0,,0,1,0,2
856,-1/2,1,outer,0,3,1,0
857,-1/2,1,middle,0,3,1,1
858,-1/2,-1,outer,0,3,1,0
859,-1/2,1,middle,1,2,1,1
860,-1/2,-1,outer,0,3,1,0
861,-1/2,1,outer,0,3,1,1
862,-1/2,-1,middle,0,3,1,0
863,-1/2,-1,outer,0,3,1,2
864,-1/2,-1,middle,0,3,1,1
865,-1/2,-1,outer,0,3,1,0
866,-1/2,-1,outer,1,2,1,2
867,-1/2,1,outer,0,3,1,0
868,-1/2,1,middle,1,2,1,1
869,-1/2,-1,middle,1,2,1,0
870,-1/2,1,outer,0,3,1,1
871,-1/2,0,,0,1,0,1
872,-1/2,0,,0,1,0,1
873,-1/2,0,,0,1,0,1
874,-1/2,0,,0,1,0,1
875,-1/2,-1,middle,0,3,1,0
876,-1/2,-1,middle,0,3,1,2
877,-1/2,-1,middle,1,2,-1,1
878,-1/2,0,,0,1,0,1
879,-1/2,-1,outer,1,2,1,0
880,-1/2,-1,outer,1,2,1,2
881,-1/2,1,outer,0,3,1,0
882,-1/2,-1,outer,0,3,1,2
883,-1/2,-1,middle,1,2,1,1
884,-1/2,-1,outer,1,2,1,0
885,-1/2,0,,0,1,0,0
886,-1/2,1,middle,1,2,1,1
887,-1/2,-1,middle,0,3,1,0
888,-1/2,-1,outer,1,2,1,2
889,-1/2,-1,middle,1,2,1,1
890,-1/2,-1,outer,1,2,1,0
891,-1/2,-1,outer,1,2,1,2
892,-1/2,1,outer,0,3,1,0
893,-1/2,0,,0,1,0,0
894,-1/2,-1,middle,1,2,-1,2
895,-1/2,1,middle,1,2,1,0
896,-1/2,-1,middle,1,2,-1,2
897,-1/2,0,,0,1,0,2
898,-1/2,-1,outer,1,2,1,1
899,-1/2,1,middle,0,3,1,2
900,-1/2,1,outer,0,3,1,0
901,-1/2,1,outer,0,3,1,1
902,-1/2,-1,middle,1,2,1,0
903,-1/2,1,outer,1,2,1,1
904,-1/2,-1,outer,1,2,1,0
905,-1/2,1,middle,1,2,1,1
906,-1/2,-1,middle,0,3,1,0
907,-1/2,-1,middle,0,3,1,2
908,-1/2,1,outer,0,3,1,0
909,-1/2,1,middle,0,3,1,1
910,-1/2,1,outer,1,2,1,2
911,-1/2,-1,middle,0,3,1,1
912,-1/2,-1,outer,1,2,1,0
913,-1/2,1,middle,0,3,1,1
914,-1/2,0,,0,1,0,1
915,-1/2,1,outer,1,2,1,2
916,-1/2,-1,outer,0,3,1,1
917,-1/2,-1,outer,0,3,1,0
918,-1/2,0,,0,1,0,0
919,-1/2,0,,0,1,0,0
920,-1/2,1,outer,1,2,1,1
921,-1/2,-1,outer,0,3,1,0
922,-1/2,-1,outer,0,3,1,2
923,-1/2,-1,outer,0,3,1,1
924,-1/2,-1,outer,0,3,1,0
925,-1/2,-1,outer,1,2,1,2
926,-1/2,-1,middle,0,3,1,1
927,-1/2,0,,0,1,0,1
928,-1/2,1,middle,1,2,1,2
929,-1/2,0,,0,1,0,2
930,-1/2,1,outer,0,3,1,0
931,-1/2,-1,outer,1,2,1,2
932,-1/2,1,outer,1,2,1,0
933,-1/2,-1,middle,1,2,1,2
934,-1/2,-1,outer,0,3,1,1
935,-1/2,-1,middle,0,3,1,0
936,-1/2,1,outer,1,2,1,1
937,-1/2,-1,middle,0,3,1,0
938,-1/2,-1,outer,0,3,1,2
939,-1/2,-1,outer,0,3,1,1
940,-1/2,0,,0,1,0,1
941,-1/2,-1,outer,0,3,1,0
942,-1/2,1,outer,1,2,1,1
943,-1/2,-1,middle,0,3,1,0
944,-1/2,1,outer,0,3,1,1
945,-1/2,1,middle,1,2,-1,2
946,-1/2,0,,0,1,0,2
947,-1/2,1,middle,1,2,1,0
948,-1/2,-1,middle,1,2,1,2
949,-1/2,-1,middle,0,3,1,1
950,-1/2,-1,outer,1,2,1,0
951,-1/2,-1,outer,1,2,1,2
952,-1/2,-1,middle,1,2,1,1
953,-1/2,0,,0,1,0,1
954,-1/2,-1,middle,0,3,1,0
955,-1/2,-1,outer,0,3,1,2
956,-1/2,-1,outer,0,3,1,1
957,-1/2,-1,middle,1,2,-1,0
958,-1/2,-1,outer,0,3,1,2
959,-1/2,-1,outer,1,2,1,1
960,-1/2,1,outer,1,2,1,2
961,-1/2,1,outer,1,2,1,0
962,-1/2,0,,0,1,0,0
963,-1/2,-1,outer,1,2,1,2
964,-1/2,-1,outer,0,3,1,1
965,-1/2,0,,0,1,0,1
966,-1/2,-1,outer,0,3,1,0
967,-1/2,-1,outer,0,3,1,2
968,-1/2,-1,middle,0,3,1,1
969,-1/2,-1,outer,1,2,1,0
970,-1/2,-1,middle,0,3,1,2
971,-1/2,-1,outer,1,2,1,1
972,-1/2,0,,0,1,0,1
973,-1/2,-1,middle,1,2,1,0
974,-1/2,1,outer,0,3,1,1
975,-1/2,1,outer,1,2,1,2
976,-1/2,0,,0,1,0,2
977,-1/2,-1,outer,0,3,1,1
978,-1/2,-1,outer,1,2,1,0
979,-1/2,-1,outer,0,3,1,2
980,-1/2,-1,outer,1,2,1,1
981,-1/2,-1,outer,1,2,1,0
982,-1/2,-1,middle,1,2,1,2
983,-1/2,-1,middle,0,3,1,1
984,-1/2,0,,0,1,0,1
985,-1/2,-1,middle,1,2,-1,0
986,-1/2,1,middle,0,3,1,1
987,-1/2,-1,middle,0,3,1,0
988,-1/2,-1,outer,0,3,1,2
989,-1/2,0,,0,1,0,2
990,-1/2,-1,outer,1,2,1,1
991,-1/2,-1,outer,0,3,1,0
992,-1/2,-1,middle,1,2,1,2
993,-1/2,1,outer,0,3,1,0
994,-1/2,-1,outer,1,2,1,2
995,-1/2,-1,outer,0,3,1,1
996,-1/2,-1,outer,0,3,1,0
997,-1/2,-1,middle,0,3,1,2
998,-1/2,0,,0,1,0,2
999,-1/2,-1,outer,1,2,1,1
1000,-1/2,-1,outer,1,2,1,0
1001,-1/2,-1,outer,1,2,1,2
1002,-1/2,-1,middle,1,2,1,1
1003,-1/2,-1,outer,1,2,1,0
1004,-1/2,0,,0,1,0,0
1005,-1/2,-1,middle,1,2,1,2
1006,-1/2,1,outer,1,2,1,0
1007,-1/2,-1,outer,0,3,1,2
1008,-1/2,1,outer,0,3,1,0
1009,-1/2,-1,outer,0,3,1,2
1010,-1/2,-1,outer,0,3,1,1
1011,-1/2,1,outer,0,3,1,2
1012,-1/2,-1,middle,0,3,1,1
1013,-1/2,-1,middle,0,3,1,0
1014,-1/2,0,,0,1,0,0
1015,-1/2,0,,0,1,0,0
1016,-1/2,-1,middle,0,3,1,2
1017,-1/2,-1,middle,0,3,1,1
1018,-1/2,-1,middle,0,3,1,0
1019,-1/2,-1,outer,0,3,1,2
1020,-1/2,-1,middle,1,2,-1,1
1021,-1/2,-1,middle,1,2,1,0
1022,-1/2,0,,0,1,0,0
1023,-1/2,-1,outer,0,3,1,2
1024,-1/2,-1,outer,1,2,1,1
1025,-1/2,-1,middle,1,2,1,0
1026,-1/2,-1,outer,1,2,1,2
1027,-1/2,1,outer,0,3,1,0
1028,-1/2,-1,middle,0,3,1,2
1029,-1/2,-1,outer,0,3,1,1
1030,-1/2,0,,0,1,0,1
1031,-1/2,0,,0,1,0,1
1032,-1/2,0,,0,1,0,1
1033,-1/2,-1,middle,1,2,1,0
1034,-1/2,0,,0,1,0,0
1035,-1/2,-1,outer,0,3,1,2
1036,-1/2,1,outer,1,2,1,0
1037,-1/2,-1,middle,0,3,1,2
1038,-1/2,-1,middle,1,2,1,1
1039,-1/2,1,middle,1,2,1,2
1040,-1/2,-1,outer,0,3,1,1
1041,-1/2,1,outer,0,3,1,2
1042,-1/2,1,outer,0,3,1,0
1043,-1/2,-1,outer,0,3,1,2
1044,-1/2,-1,middle,1,2,1,1
1045,-1/2,-1,middle,1,2,1,0
1046,-1/2,-1,middle,1,2,-1,2
1047,-1/2,-1,middle,1,2,1,1
1048,-1/2,0,,0,1,0,1
1049,-1/2,0,,0,1,0,1
1050,-1/2,-1,outer,0,3,1,0
1051,-1/2,-1,outer,1,2,1,2
1052,-1/2,-1,outer,0,3,1,1
1053,-1/2,-1,middle,1,2,-1,0
1054,-1/2,-1,middle,1,2,1,2
1055,-1/2,-1,middle,1,2,1,1
1056,-1/2,-1,outer,0,3,1,0
1057,-1/2,1,outer,1,2,1,1
1058,-1/2,-1,outer,1,2,1,0
1059,-1/2,-1,middle,1,2,1,2
1060,-1/2,1,outer,1,2,1,0
1061,-1/2,0,,0,1,0,0
1062,-1/2,-1,outer,1,2,1,2
1063,-1/2,1,middle,1,2,1,0
1064,-1/2,-1,outer,0,3,1,2
1065,-1/2,0,,0,1,0,2
1066,-1/2,1,outer,0,3,1,0
1067,-1/2,-1,outer,1,2,1,2
1068,-1/2,0,,0,1,0,2
1069,-1/2,-1,outer,0,3,1,1
1070,-1/2,-1,outer,1,2,1,0
1071,-1/2,-1,outer,0,3,1,2
1072,-1/2,-1,middle,1,2,-1,1
1073,-1/2,-1,outer,1,2,1,0
1074,-1/2,-1,outer,0,3,1,2
1075,-1/2,-1,outer,0,3,1,1
1076,-1/2,-1,outer,0,3,1,0
1077,-1/2,-1,outer,1,2,1,2
1078,-1/2,1,outer,0,3,1,0
1079,-1/2,-1,middle,0,3,1,2
1080,-1/2,0,,0,1,0,2
1081,-1/2,-1,outer,0,3,1,1
1082,-1/2,-1,middle,0,3,1,0
1083,-1/2,-1,middle,0,3,1,2
1084,-1/2,-1,outer,1,2,1,1
1085,-1/2,1,middle,0,3,1,2
1086,-1/2,-1,middle,0,3,1,1
1087,-1/2,0,,0,1,0,1
1088,-1/2,1,middle,1,2,1,2
1089,-1/2,1,middle,1,2,1,0
1090,-1/2,1,middle,0,3,1,1
1091,-1/2,1,outer,0,3,1,2
1092,-1/2,0,,0,1,0,2
1093,-1/2,0,,0,1,0,2
1094,-1/2,-1,middle,1,2,-1,1
1095,-1/2,0,,0,1,0,1
1096,-1/2,1,outer,0,3,1,2
1097,-1/2,0,,0,1,0,2
1098,-1/2,-1,middle,0,3,1,1
1099,-1/2,-1,outer,0,3,1,0
1100,-1/2,-1,outer,1,2,1,2
1101,-1/2,1,middle,1,2,1,0
1102,-1/2,-1,outer,0,3,1,2
1103,-1/2,0,,0,1,0,2
1104,-1/2,-1,middle,1,2,1,1
1105,-1/2,-1,outer,0,3,1,0
1106,-1/2,-1,middle,0,3,1,2
1107,-1/2,-1,middle,0,3,1,1
1108,-1/2,-1,middle,1,2,-1,0
1109,-1/2,-1,middle,1,2,1,2
1110,-1/2,1,outer,1,2,1,0
1111,-1/2,-1,middle,0,3,1,2
1112,-1/2,-1,outer,0,3,1,1
1113,-1/2,-1,middle,1,2,-1,0
1114,-1/2,-1,outer,1,2,1,2
1115,-1/2,0,,0,1,0,2
1116,-1/2,1,outer,1,2,1,0
1117,-1/2,0,,0,1,0,0
1118,-1/2,-1,outer,1,2,1,2
1119,-1/2,-1,outer,1,2,1,1
1120,-1/2,0,,0,1,0,1
1121,-1/2,-1,outer,0,3,1,0
1122,-1/2,-1,middle,1,2,1,2
1123,-1/2,-1,outer,1,2,1,1
1124,-1/2,0,,0,1,0,1
1125,-1/2,-1,outer,1,2,1,0
1126,-1/2,-1,outer,1,2,1,2
1127,-1/2,-1,outer,0,3,1,1
1128,-1/2,-1,outer,1,2,1,0
1129,-1/2,-1,outer,1,2,1,2
1130,-1/2,1,outer,0,3,1,0
1131,-1/2,-1,outer,0,3,1,2
1132,-1/2,-1,outer,0,3,1,1
1133,-1/2,-1,outer,0,3,1,0
1134,-1/2,0,,0,1,0,0
1135,-1/2,-1,outer,1,2,1,2
1136,-1/2,-1,outer,1,2,1,1
1137,-1/2,-1,middle,1,2,-1,0
1138,-1/2,-1,middle,1,2,1,2
1139,-1/2,1,outer,1,2,1,0
1140,-1/2,1,middle,0,3,1,1
1141,-1/2,-1,middle,1,2,1,0
1142,-1/2,0,,0,1,0,0
1143,-1/2,-1,outer,0,3,1,2
1144,-1/2,1,outer,0,3,1,0
1145,-1/2,1,outer,0,3,1,1
1146,-1/2,0,,0,1,0,1
1147,-1/2,-1,outer,0,3,1,0
1148,-1/2,-1,outer,0,3,1,2
1149,-1/2,-1,middle,1,2,1,1
1150,-1/2,-1,middle,1,2,1,0
1151,-1/2,1,middle,1,2,-1,1
1152,-1/2,-1,outer,0,3,1,0
1153,-1/2,-1,outer,0,3,1,2
1154,-1/2,-1,middle,1,2,-1,1
1155,-1/2,-1,outer,0,3,1,0
1156,-1/2,-1,outer,0,3,1,2
1157,-1/2,-1,outer,0,3,1,1
1158,-1/2,1,outer,0,3,1,2
1159,-1/2,1,outer,0,3,1,0
1160,-1/2,-1,middle,1,2,-1,2
1161,-1/2,0,,0,1,0,2
1162,-1/2,-1,middle,1,2,1,1
1163,-1/2,1,middle,0,3,1,2
1164,-1/2,1,middle,0,3,1,0
1165,-1/2,-1,outer,0,3,1,2
1166,-1/2,0,,0,1,0,2
1167,-1/2,-1,middle,1,2,-1,1
1168,-1/2,-1,middle,0,3,1,0
1169,-1/2,-1,outer,1,2,1,2
1170,-1/2,-1,outer,0,3,1,1
1171,-1/2,-1,outer,0,3,1,0
1172,-1/2,0,,0,1,0,0
1173,-1/2,0,,0,1,0,0
1174,-1/2,0,,0,1,0,0
1175,-1/2,-1,outer,0,3,1,2
1176,-1/2,1,middle,1,2,1,0
1177,-1/2,1,middle,1,2,1,1
1178,-1/2,1,middle,0,3,1,2
1179,-1/2,-1,outer,0,3,1,1
1180,-1/2,0,,0,1,0,1
1181,-1/2,-1,middle,1,2,-1,0
1182,-1/2,-1,outer,0,3,1,2
1183,-1/2,-1,outer,1,2,1,1
1184,-1/2,0,,0,1,0,1
1185,-1/2,-1,middle,1,2,-1,0
1186,-1/2,0,,0,1,0,0
1187,-1/2,0,,0,1,0,0
1188,-1/2,-1,middle,1,2,1,2
1189,-1/2,-1,middle,1,2,1,1
1190,-1/2,-1,middle,0,3,1,0
1191,-1/2,-1,outer,1,2,1,2
1192,-1/2,-1,middle,0,3,1,1
1193,-1/2,0,,0,1,0,1
1194,-1/2,-1,middle,1,2,1,0
1195,-1/2,-1,middle,1,2,-1,2
1196,-1/2,0,,0,1,0,2
1197,-1/2,-1,outer,1,2,1,1
1198,-1/2,1,outer,1,2,1,2
1199,-1/2,-1,outer,0,3,1,1
1200,-1/2,-1,middle,1,2,1,0
1201,-1/2,-1,middle,1,2,1,2
1202,-1/2,1,outer,1,2,1,0
1203,-1/2,-1,outer,1,2,1,2
1204,-1/2,-1,outer,0,3,1,1
1205,-1/2,1,middle,1,2,1,2
1206,-1/2,-1,outer,1,2,1,1
1207,-1/2,-1,outer,0,3,1,0
1208,-1/2,-1,middle,1,2,1,2
1209,-1/2,1,outer,1,2,1,0
1210,-1/2,1,outer,1,2,1,1
1211,-1/2,-1,outer,1,2,1,0
1212,-1/2,-1,middle,0,3,1,2
1213,-1/2,-1,outer,0,3,1,1
1214,-1/2,0,,0,1,0,1
1215,-1/2,-1,outer,0,3,1,0
1216,-1/2,0,,0,1,0,0
1217,-1/2,-1,outer,1,2,1,2
1218,-1/2,1,outer,1,2,1,0
1219,-1/2,-1,outer,0,3,1,2
1220,-1/2,-1,outer,0,3,1,1
1221,-1/2,-1,outer,1,2,1,0
1222,-1/2,-1,outer,1,2,1,2
1223,-1/2,0,,0,1,0,2
1224,-1/2,0,,0,1,0,2
1225,-1/2,-1,outer,0,3,1,1
1226,-1/2,-1,middle,1,2,1,0
1227,-1/2,-1,middle,1,2,-1,2
1228,-1/2,-1,middle,1,2,1,1
1229,-1/2,0,,0,1,0,1
1230,-1/2,-1,outer,1,2,1,0
1231,-1/2,-1,middle,1,2,1,2
1232,-1/2,1,middle,1,2,-1,0
1233,-1/2,1,outer,1,2,1,1
1234,-1/2,-1,outer,1,2,1,0
1235,-1/2,1,middle,1,2,1,1
1236,-1/2,-1,outer,1,2,1,0
1237,-1/2,-1,outer,1,2,1,2
1238,-1/2,0,,0,1,0,2
1239,-1/2,-1,middle,1,2,1,1
1240,-1/2,-1,middle,1,2,1,0
1241,-1/2,-1,middle,1,2,1,2
1242,-1/2,0,,0,1,0,2
1243,-1/2,1,outer,0,3,1,0
1244,-1/2,1,middle,1,2,1,1
1245,-1/2,-1,outer,1,2,1,0
1246,-1/2,1,middle,0,3,1,1
1247,-1/2,1,outer,0,3,1,2
1248,-1/2,1,middle,0,3,1,0
1249,-1/2,-1,outer,1,2,1,2
1250,-1/2,-1,outer,0,3,1,1
1251,-1/2,-1,outer,0,3,1,0
1252,-1/2,-1,middle,1,2,1,2
1253,-1/2,-1,outer,0,3,1,1
1254,-1/2,1,middle,0,3,1,2
1255,-1/2,-1,outer,1,2,1,1
1256,-1/2,-1,middle,1,2,1,0
1257,-1/2,-1,middle,0,3,1,2
1258,-1/2,-1,middle,1,2,-1,1
1259,-1/2,-1,middle,0,3,1,0
1260,-1/2,-1,middle,1,2,1,2
1261,-1/2,-1,middle,1,2,-1,1
1262,-1/2,0,,0,1,0,1
1263,-1/2,0,,0,1,0,1
1264,-1/2,-1,outer,0,3,1,0
1265,-1/2,-1,outer,0,3,1,2
1266,-1/2,-1,middle,1,2,1,1
1267,-1/2,-1,outer,1,2,1,0
1268,-1/2,1,middle,0,3,1,1
1269,-1/2,0,,0,1,0,1
1270,-1/2,-1,outer,1,2,1,0
1271,-1/2,-1,middle,0,3,1,2
1272,-1/2,-1,outer,1,2,1,1
1273,-1/2,-1,outer,0,3,1,0
1274,-1/2,1,outer,0,3,1,1
1275,-1/2,-1,outer,0,3,1,0
1276,-1/2,1,outer,1,2,1,1
1277,-1/2,-1,outer,1,2,1,0
1278,-1/2,-1,middle,0,3,1,2
1279,-1/2,1,outer,0,3,1,0
1280,-1/2,-1,outer,1,2,1,2
1281,-1/2,1,outer,0,3,1,0
1282,-1/2,-1,middle,1,2,1,2
1283,-1/2,0,,0,1,0,2
1284,-1/2,-1,outer,0,3,1,1
1285,-1/2,-1,middle,1,2,-1,0
1286,-1/2,0,,0,1,0,0
1287,-1/2,-1,outer,1,2,1,2
1288,-1/2,0,,0,1,0,2
1289,-1/2,0,,0,1,0,2
1290,-1/2,-1,middle,0,3,1,1
1291,-1/2,-1,outer,0,3,1,0
1292,-1/2,-1,middle,0,3,1,2
1293,-1/2,-1,middle,1,2,1,1
1294,-1/2,-1,outer,0,3,1,0
1295,-1/2,-1,outer,0,3,1,2
1296,-1/2,-1,middle,0,3,1,1
1297,-1/2,-1,outer,0,3,1,0
1298,-1/2,-1,middle,1,2,1,2
1299,-1/2,1,outer,0,3,1,0
1300,-1/2,-1,middle,0,3,1,2
1301,-1/2,0,,0,1,0,2
1302,-1/2,1,outer,0,3,1,0
1303,-1/2,0,,0,1,0,0
1304,-1/2,1,outer,1,2,1,1
1305,-1/2,-1,middle,1,2,1,0
1306,-1/2,1,outer,0,3,1,1
1307,-1/2,-1,middle,1,2,1,0
1308,-1/2,1,middle,1,2,1,1
1309,-1/2,1,middle,0,3,1,2
1310,-1/2,1,middle,1,2,1,0
1311,-1/2,-1,outer,1,2,1,2
1312,-1/2,1,outer,1,2,1,0
1313,-1/2,1,outer,0,3,1,1
1314,-1/2,-1,outer,1,2,1,0
1315,-1/2,-1,outer,0,3,1,2
1316,-1/2,-1,outer,0,3,1,1
1317,-1/2,-1,outer,0,3,1,0
1318,-1/2,-1,middle,0,3,1,2
1319,-1/2,1,middle,0,3,1,0
1320,-1/2,-1,middle,0,3,1,2
1321,-1/2,0,,0,1,0,2
1322,-1/2,-1,middle,0,3,1,1
1323,-1/2,0,,0,1,0,1
1324,-1/2,-1,middle,1,2,1,0
1325,-1/2,-1,outer,0,3,1,2
1326,-1/2,-1,middle,1,2,1,1
1327,-1/2,1,outer,1,2,1,2
1328,-1/2,-1,outer,0,3,1,1
1329,-1/2,-1,outer,1,2,1,0
1330,-1/2,-1,middle,1,2,-1,2
1331,-1/2,1,outer,1,2,1,0
1332,-1/2,-1,outer,1,2,1,2
1333,-1/2,-1,outer,0,3,1,1
1334,-1/2,1,outer,1,2,1,2
1335,-1/2,-1,middle,0,3,1,1
1336,-1/2,-1,outer,0,3,1,0
1337,-1/2,-1,middle,1,2,1,2
1338,-1/2,1,outer,0,3,1,0
1339,-1/2,-1,outer,1,2,1,2
1340,-1/2,1,outer,0,3,1,0
1341,-1/2,-1,outer,1,2,1,2
1342,-1/2,-1,outer,0,3,1,1
1343,-1/2,-1,outer,1,2,1,0
1344,-1/2,-1,middle,1,2,1,2
1345,-1/2,-1,middle,1,2,1,1
1346,-1/2,1,middle,1,2,1,2
1347,-1/2,-1,middle,0,3,1,1
1348,-1/2,-1,outer,0,3,1,0
1349,-1/2,-1,middle,0,3,1,2
1350,-1/2,0,,0,1,0,2
1351,-1/2,0,,0,1,0,2
1352,-1/2,0,,0,1,0,2
1353,-1/2,-1,middle,1,2,1,1
1354,-1/2,-1,middle,1,2,1,0
1355,-1/2,-1,outer,0,3,1,2
1356,-1/2,-1,outer,1,2,1,1
1357,-1/2,1,outer,0,3,1,2
1358,-1/2,0,,0,1,0,2
1359,-1/2,0,,0,1,0,2
1360,-1/2,-1,middle,0,3,1,1
1361,-1/2,0,,0,1,0,1
1362,-1/2,-1,outer,0,3,1,0
1363,-1/2,-1,middle,1,2,-1,2
1364,-1/2,-1,outer,1,2,1,1
1365,-1/2,-1,outer,1,2,1,0
1366,-1/2,-1,outer,0,3,1,2
1367,-1/2,0,,0,1,0,2
1368,-1/2,-1,outer,0,3,1,1
1369,-1/2,-1,outer,0,3,1,0
1370,-1/2,0,,0,1,0,0
1371,-1/2,-1,middle,0,3,1,2
1372,-1/2,-1,middle,0,3,1,1
1373,-1/2,-1,outer,1,2,1,0
1374,-1/2,1,outer,0,3,1,1
1375,-1/2,0,,0,1,0,1
1376,-1/2,1,outer,0,3,1,2
1377,-1/2,-1,outer,1,2,1,1
1378,-1/2,-1,outer,1,2,1,0
1379,-1/2,1,outer,1,2,1,1
1380,-1/2,0,,0,1,0,1
1381,-1/2,1,outer,0,3,1,2
1382,-1/2,-1,middle,0,3,1,1
1383,-1/2,0,,0,1,0,1
1384,-1/2,-1,outer,0,3,1,0
1385,-1/2,-1,outer,1,2,1,2
1386,-1/2,-1,middle,1,2,1,1
1387,-1/2,-1,middle,1,2,1,0
1388,-1/2,-1,middle,0,3,1,2
1389,-1/2,-1,middle,0,3,1,1
1390,-1/2,-1,outer,0,3,1,0
1391,-1/2,-1,outer,0,3,1,2
1392,-1/2,1,outer,0,3,1,0
1393,-1/2,1,outer,0,3,1,1
1394,-1/2,0,,0,1,0,1
1395,-1/2,0,,0,1,0,1
1396,-1/2,-1,outer,0,3,1,0
1397,-1/2,0,,0,1,0,0
1398,-1/2,1,outer,1,2,1,1
1399,-1/2,0,,0,1,0,1
1400,-1/2,-1,middle,1,2,1,0
1401,-1/2,-1,outer,1,2,1,2
1402,-1/2,0,,0,1,0,2
1403,-1/2,-1,middle,0,3,1,1
1404,-1/2,-1,outer,0,3,1,0
1405,-1/2,-1,outer,0,3,1,2
1406,-1/2,0,,0,1,0,2
1407,-1/2,-1,outer,0,3,1,1
1408,-1/2,-1,middle,1,2,-1,0
1409,-1/2,-1,middle,1,2,1,2
1410,-1/2,0,,0,1,0,2
1411,-1/2,-1,outer,0,3,1,1
1412,-1/2,1,outer,1,2,1,2
1413,-1/2,-1,outer,0,3,1,1
1414,-1/2,-1,middle,1,2,-1,0
1415,-1/2,-1,outer,1,2,1,2
1416,-1/2,-1,middle,0,3,1,1
1417,-1/2,0,,0,1,0,1
1418,-1/2,-1,middle,1,2,-1,0
1419,-1/2,-1,outer,0,3,1,2
1420,-1/2,1,outer,0,3,1,0
1421,-1/2,0,,0,1,0,0
1422,-1/2,0,,0,1,0,0
1423,-1/2,1,outer,1,2,1,1
1424,-1/2,-1,middle,1,2,-1,0
1425,-1/2,-1,outer,0,3,1,2
1426,-1/2,-1,outer,1,2,1,1
1427,-1/2,-1,middle,1,2,1,0
1428,-1/2,-1,middle,1,2,1,2
1429,-1/2,1,outer,0,3,1,0
1430,-1/2,-1,middle,1,2,-1,2
1431,-1/2,0,,0,1,0,2
1432,-1/2,0,,0,1,0,2
1433,-1/2,-1,outer,0,3,1,1
1434,-1/2,-1,middle,1,2,1,0
1435,-1/2,-1,middle,1,2,1,2
1436,-1/2,0,,0,1,0,2
1437,-1/2,0,,0,1,0,2
1438,-1/2,-1,outer,1,2,1,1
1439,-1/2,1,outer,1,2,1,2
1440,-1/2,1,middle,0,3,1,0
1441,-1/2,-1,outer,0,3,1,2
1442,-1/2,-1,outer,1,2,1,1
1443,-1/2,1,middle,1,2,1,2
1444,-1/2,-1,middle,1,2,-1,1
1445,-1/2,-1,outer,1,2,1,0
1446,-1/2,-1,outer,1,2,1,2
1447,-1/2,-1,middle,1,2,-1,1
1448,-1/2,-1,middle,1,2,1,0
1449,-1/2,-1,middle,1,2,-1,2
1450,-1/2,-1,middle,1,2,1,1
1451,-1/2,-1,middle,1,2,-1,0
1452,-1/2,-1,middle,1,2,1,2
1453,-1/2,1,outer,0,3,1,0
1454,-1/2,-1,outer,0,3,1,2
1455,-1/2,-1,outer,0,3,1,1
1456,-1/2,1,outer,0,3,1,2
